name,date,stars,comment
PRPreviousUS•1 review,4 days ago,0,"New orderToo much time to enter gift card information took 4 tries before accepting August 15, 2025"
SSShy SordenUS•1 review,4 days ago,0,"Love everything I getLove everything I get August 15, 2025"
LILishaUS•1 review,4 days ago,0,"Services and Quality Great service and products! August 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"I love all fashion nova clothesI love all fashion nova clothes. Even if I get it and it don’t fit right I know I can send it back and use my credit towards something else. That will be the only thing some people may not like is that if you send an item back you don’t get a refund you have to use it asa credit. But to me I am ok with it.August 15, 2025"
JLJACQUES LAUDERDALEUS•1 review,4 days ago,0,"SizeNever disappoint meAugust 15, 2025"
PAParkerUS•1 review,4 days ago,0,"Loveeeee FNQuick and easy! Has everything I need always!August 15, 2025"
DDDansela Diaz US•4 reviews,4 days ago,0,"Always great service and quick delivery!Always great service and quick delivery! August 15, 2025"
ERErika RedUS•1 review,4 days ago,0,"Great clothes!User friendly app & always a nice sale going on. Been shopping with FN for years.. Great quality clothes! I love Fashion Nova August 15, 2025"
AJAnetra JefersonUS•1 review,4 days ago,0,"Nice new customer sales and nice…Nice new customer sales and nice percentage offAugust 15, 2025"
KJKeyshawn JohnsonUS•1 review,4 days ago,0,"I did not get all my money backI did not get all my money back August 15, 2025"
TBTY bellUS•1 review,4 days ago,0,"i like fashion nova sometimes shipping don’t come as it supposed to but i love fashion nova August 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Very good app to buy clothes from…Very good app to buy clothes from always the first thing in mind when I’m ready to go shopping August 15, 2025"
SFSharlene FullerUS•1 review,4 days ago,0,"I wasn’t able to use the balance on my…I wasn’t able to use the balance on my gift card August 15, 2025"
VNVicshyria NelsonUS•1 review,4 days ago,0,"Quick and easy checkout.Quick and easy checkout. August 15, 2025"
ERErinUS•1 review,4 days ago,0,"TERRIBLETERRIBLE - Missing Items and refused to help1August 15, 2025Unprompted review"
LDlady divaUS•3 reviews,4 days ago,0,"Very Professional ExperienceProfessional August 15, 2025"
ELElijah LaneUS•1 review,4 days ago,0,"StylishlyThey have a verry wide selection August 15, 2025"
MBMonica BorjonUS•2 reviews,4 days ago,0,"I tried to use a gift card not workAugust 15, 2025"
FNFashion NovaCA•1 review,4 days ago,0,"Too much taxes...August 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"GreatSuch beautiful style August 15, 2025"
PSPretty ScientistUS•1 review,4 days ago,0,"I love shopping at fashion NovaI love shopping at fashion Nova. It is my go too. It has been for years!August 15, 2025"
TMThick MadameUS•2 reviews,4 days ago,0,"GreatI Luv FN, The Best Clothes FNAugust 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"I didn’t mean to order thatI didn’t mean to order that August 15, 2025"
MHMiriam HolmesUS•1 review,4 days ago,0,"Fast and easyAugust 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Love this website!August 15, 2025"
JOJoyUS•1 review,4 days ago,0,"I love fashion nova I always shop here…I love fashion nova I always shop here for everything August 15, 2025"
EMElijah MaddixUS•1 review,4 days ago,0,"They lied about when my stuff would be…They lied about when my stuff would be delivered August 15, 2025"
PTPatricia TaylorUS•3 reviews,4 days ago,0,"I dislike you have 50% off items that…I dislike you have 50% off items that do not offer all sizes. That sucks. I should be able to get those items at the same discount when my size 2X becomes available.August 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Perfect servicePerfect service August 15, 2025"
RCRobyn ClayborneUS•1 review,4 days ago,0,"I love everything I get from fashionovaAugust 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Love the fast delivery process will be…Love the fast delivery process will be here in time for when I need it August 15, 2025"
SSSanaa SmithenUS•1 review,4 days ago,0,"Shipping is way too high for no good…Shipping is way too high for no good reason.August 15, 2025"
DODorothyUS•2 reviews,4 days ago,0,"I love Fashion Nova Easy to shop. Great discountsAugust 15, 2025"
SHShondellCA•2 reviews,4 days ago,0,"Great service however the policy for…Great service however the policy for lost package should reviewed August 15, 2025"
CKconso k.US•1 review,4 days ago,0,"The site often bugsThe site often bugs, it takes quite some time for the page to load same with the payment part. However, I like the variety in clothingAugust 15, 2025"
COChild of GODUS•1 review,4 days ago,0,"Satisfied 😌 Love shopping for bottomsSatisfied 😌 Love shopping for bottoms, jeans etc. The fit is perfect for someone who's tall like myself.August 15, 2025"
Angela OmoneiAU•2 reviews,4 days ago,0,"The checkout was straightforward 😊August 15, 2025"
KRKamiyah RussellUS•1 review,4 days ago,0,"FN is always my go to win in need of a…FN is always my go to win in need of a quick cute outfit!!!August 15, 2025"
DHDavid henryUS•1 review,4 days ago,0,"The the closes on fashion, nova or firemy experience was amazing. I love you guys closing style.August 15, 2025"
OKovayo kopeUS•1 review,4 days ago,0,"I need help with a recent orderAugust 15, 2025"
CPCrysta PUS•1 review,4 days ago,0,"Love this place!Love this place! August 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"I like the fashion nova quality is perfect My experience is fantastic no comment August 15, 2025"
EDElaina DavisUS•1 review,4 days ago,0,"Awesome serviceAwesome service, fast and easyAugust 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Very good 👌 love shopping a im loved…Very good 👌 love shopping a im loved fashon nova August 15, 2025"
MEMichaela EmmCA•1 review,4 days ago,0,"Love everything!Love all the clothes. Just wish the Marja over the knee boots restock really soon. Please and thank you.August 15, 2025"
SMSade McClainUS•1 review,4 days ago,0,"Here for their JEANS!I've shopped with Fashion Nova in the past. I purchased jeans from them during their BOGO and have had them last for years. Now I'm back and happy to see they still have their BOGO and so many new cute jean styles!August 15, 2025"
LALatifatGB•3 reviews,4 days ago,0,"No customer service agent to help you…No customer service agent to help you when you are in dire need, only refund in store credits not original payment method, DAY LIGHT ROBBERS!!!August 15, 2025Unprompted review"
FNFashion NovaUS•1 review,4 days ago,0,"very satisfactory I will always use… very satisfactory I will always use fashion nova.August 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"I iprecieat fashion Nova and I like itAugust 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"EverythingEverything August 15, 2025"
CJChantele JacksonUS•2 reviews,4 days ago,0,"Was easy to find everythinfAugust 13, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Great Quality and fast deliveryGreat Quality and fast delivery August 15, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Awesome 😊 thank youAwesome 😊 thank you August 15, 2025"
KMKiara mossUS•1 review,4 days ago,0,"Life is worth living Super quick and easy . Very convenient August 15, 2025"
YRYayi RocaUS•1 review,4 days ago,0,"It’s  good It’s  good , excellent August 15, 2025"
TLTaniyah loatmanUS•1 review,4 days ago,0,"my experience has been greatAugust 14, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Fast shipping I love how fast they ship August 14, 2025"
KWKennisha WilsonUS•3 reviews,4 days ago,0,"Great quality clothingGreat quality clothing, shipping , easy to return! August 7, 2025"
SBS BUS•5 reviews,4 days ago,0,"Over rated the codes often do not workOver rated the codes often do not work, the next day delivery offers have NEVER been 1 day, usually a week.  Not at all customer friendly, they charge for returns no matter how much money you have spent.  I don’t buy from them as much because of that. Most clothes with good 4 star reviews for cute, only reason I still buy anything from heretic July 1, 2025"
LILindaUS•1 review,4 days ago,0,"The ease of ordering and the pricesAugust 14, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Out of my size XL past and currentOut of my size XL past and current August 6, 2025"
DPDavido plUS•1 review,4 days ago,0,"GoodGood material August 14, 2025"
ARArieUS•1 review,4 days ago,0,"I love how the clothes always fit and…I love how the clothes always fit and have good material . Only one time , did I buy a dress and it was very cheaply made but it was only $8 so I suppose it’s fair . Other than that , everything I have purchased so far has been good quality and fits very well. Thank you ! August 1, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"It’s always easy checking out with…It’s always easy checking out with Fashion Nova, I’ve never had any issues! I always recommend it to everybody.August 14, 2025"
SGStacey    G      N BenjaminBM•1 review,4 days ago,0,"No your SizeWebsite is easy to Order from, and a Huge Various of things to choose from.August 1, 2025"
RSRenee ShermanUS•2 reviews,4 days ago,0,"Good job more promo codes please more…Good job more promo codes please more saving discountsAugust 14, 2025"
JJJasmine JonesUS•2 reviews,4 days ago,0,"1000+outfitsCan really get a good deal during their sales !August 7, 2025"
MMM MaryAU•1 review,4 days ago,0,"Good quality 😍😍😍😍😍😍😍August 15, 2025"
YLYaves LandryUS•3 reviews,4 days ago,0,"I love this storeI love this store! Jeans fit the best! They really have never let me down. I’m a fan of this store for life!! August 1, 2025"
JHJustin hendersonUS•1 review,4 days ago,0,"Sees Great definitely going for a run tomorrow August 5, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Amazing Amazing fitsAugust 14, 2025"
RYrayan yoroumaUS•1 review,4 days ago,0,"Good shirt and good products.August 14, 2025"
BBBrittney BreauxUS•1 review,4 days ago,0,"Fashionable on time and niceFashionable on time and nice August 14, 2025"
JAJayUS•1 review,4 days ago,0,"Best website to buy trendy clothes My favorite clothing brand and never disappoints and always has my order right !!!!!August 14, 2025"
DADede addiegiftygmail.comUS•1 review,4 days ago,0,"I love your clothes because it’s very…I love your clothes because it’s very quality. My only problem is with the sizes. I get confused on the size to choose. So far good.August 14, 2025"
MWMarcisa WalkerUS•1 review,4 days ago,0,"The company is excellent.The company is excellent. August 14, 2025"
BTBetty ThompsonUS•2 reviews,4 days ago,0,"Pleased CustomerEasy friendly website to order from.Sizes are always accurateAugust 14, 2025"
JTJanita ThomasonUS•1 review,4 days ago,0,"I’ve been shopping for about 8 years I…I’ve been shopping for about 8 years I love the site August 14, 2025"
RGRene GutierrezUS•1 review,4 days ago,0,"Great experienceGreat experience August 14, 2025"
CACassUS•1 review,4 days ago,0,"I love fashion NovaI love fashion Nova! It's addictive 🤦🏾‍♀️🙌🏾🫶🏾August 14, 2025"
Aurora JosephsonUS•3 reviews,4 days ago,0,"The size was selected incorrectly for…The size was selected incorrectly for the offer, I need large, not small. Now I have to go thru the hassle of returning/replacing itAugust 14, 2025"
KCKatrika CharlesTT•1 review,4 days ago,0,"Love it love it love itLove it love it love it. Quality products. August 14, 2025"
SFSocorro FierroUS•1 review,4 days ago,0,"Love it me fav placeSizes are always accurate August 14, 2025"
KPKyrah PhillipsUS•1 review,4 days ago,0,"Very quick and easy!August 14, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"I’m trying to contact customer service…I’m trying to contact customer service and can not get ahold of them. August 14, 2025"
CMchennell moselyUS•1 review,4 days ago,0,"love love fashion nova😍August 14, 2025"
JOJonesUS•2 reviews,4 days ago,0,"Not only did they use a reliable…Not only did they use a reliable courier but the outfits fit so perfectly and compliment my figure. Loved them so much I just ordered the other colors available.  I purchased 4 of these pants sets and was not disappointed at all. Great job. August 14, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"I love fashion nova never disappoints…I love fashion nova never disappoints me ! August 14, 2025"
BZBreonna ZessinUS•1 review,5 days ago,0,"thank you so muchthank you so much August 14, 2025"
JWJoseph WalkerUS•1 review,5 days ago,0,"Experience was great many checkout…Experience was great many checkout options August 14, 2025"
MAMariJaneUS•2 reviews,5 days ago,0,"Love their to clothesLove their to clothes August 14, 2025"
NLNini LewisUS•2 reviews,5 days ago,0,"Great Quality MerchandiseGreat Quality Merchandise !!August 14, 2025"
RJRachel JeromeUS•3 reviews,5 days ago,0,"Love fashion novaAugust 14, 2025"
LJLady JCA•1 review,5 days ago,0,"All around fabulous Clothes are fabulous! Quality is fabulous! Fit is always fabulous! Love Fashion Nova, they never disappoint!! August 14, 2025"
YRYalenys RodriguezUS•1 review,5 days ago,0,"Always a win with Fashion NovaAlways a win with Fashion Nova August 14, 2025"
LWLeslie WadeBZ•1 review,5 days ago,0,"It was An amazing experienceIt was An amazing experience August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Very cuteVery cute, love fashion novaAugust 14, 2025"
LTLadon ToussaintUS•1 review,5 days ago,0,"Great company only wish you can get…Great company only wish you can get your money back with returns August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"They have excellent customer service my…They have excellent customer service my package was lost or stolen and they helped me and gave me a gift card for my order. I appreciate it because it was for my brother's wedding so they helped ease some stress. Thank you so much.August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"The many optionsThe many options August 14, 2025"
KPKhamyla ParkerUS•1 review,5 days ago,0,"I love fashion nova!I love fashion nova!! Been shopping on yeah for YEARRRRRSSSSS!!!August 14, 2025"
JMJalisa McDadeUS•2 reviews,5 days ago,0,"I paid for my items and it was…I paid for my items and it was available and couple days laters they saying it not available August 14, 2025"
MYMyaSN•1 review,5 days ago,0,"Very Good qualitéVery Good qualité August 14, 2025"
Carine MandeiUS•2 reviews,5 days ago,0,"I love Fashion NovaAugust 14, 2025"
CHChante HagansUS•2 reviews,5 days ago,0,"I love fashion nova I love fashion nova the company never disappoints me when its products and clothing. When you have issues they quickly responds and resolve the issue to your satisfaction. So this is my #1 shopping place. I do wish they make more plus size outfits as they have in normal wear for smaller sizes the same because I see outfits that comes in S-XL but not plus. But over all a 5 star in my eyes 🥰August 14, 2025"
SDSuanny Del AguilaUS•1 review,5 days ago,0,"Great appGreat app, love fashion nova more now that they have next day shipping options August 14, 2025"
PCPRISCA CHRISTOPHERUS•3 reviews,5 days ago,0,"I could always get my sizeI could always get my size, very trendy, numerous colors and styles to choose from August 14, 2025"
BNBrittany NickellUS•1 review,5 days ago,0,"It was easy and fun per usual.It was easy and fun per usual. August 14, 2025"
KQKelly QueenUS•1 review,5 days ago,0,"I love FN and now my 13 year old is a…I love FN and now my 13 year old is a FN doll!!August 14, 2025"
TITinealUS•2 reviews,5 days ago,0,"Poor Customer ServiceIt is impossible to get through to customer service when you have an issue. August 14, 2025"
SESherrell EvansUS•1 review,5 days ago,0,"Fashion Nova is an all around great companyFashion Nova is an all around great company. I love the quality of the products and how well they fit. I also love the fact that they offer multiple shipping options! Especially for those of us who are last minute shoppers! August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Always a great experience!Always a great experience! August 14, 2025"
VWVWUS•2 reviews,5 days ago,0,"easyI love the true 1 day shippingAugust 14, 2025"
SCSharon CallinsUS•4 reviews,5 days ago,0,"Love the style and quality provided for…Love the style and quality provided for plus size QUEENS August 14, 2025"
PDPhumeza DrummondUS•1 review,5 days ago,0,"I was able to find what I was looking…I was able to find what I was looking for!August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Love🫶🏽 everything about the clothesLove🫶🏽 everything about the clothes August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Your shipping is fast and the stuff is…Your shipping is fast and the stuff is good quality August 14, 2025"
KRkenyawnna robinsonUS•1 review,5 days ago,0,"FashionNova is my one stop shop. It has literally everything you need in one app..LOVE LOVE LOVE IT!!!!!!Yes!!!! FABULOUS 👌 August 14, 2025"
TWTykwon WaltersUS•1 review,5 days ago,0,"I love how quickly things shipI love how quickly things ship. I love the material of the clothing. I love how cheap and affordable it is. And I love the compliments that I received. Fashion nova is great and I recommend it to everybody.August 14, 2025"
AIAlshantay IngramUS•1 review,5 days ago,0,"5 star 10/10Love fashion nova stylist fashion and incredible fabric definitely 10/10 highly recommended August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"It was fast and easyIt was fast and easy August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"This company have great pants & jewelryThis company have great pants & jewelry August 14, 2025"
ABAnny BUS•1 review,5 days ago,0,"Love me some fashion nova!Love this site! Best clothes ever at a decent price! August 14, 2025"
IMIria MendezUS•1 review,5 days ago,0,"Love love love fashion nova will always…Love love love fashion nova will always purchase August 14, 2025"
L.l.DanielsUS•1 review,5 days ago,0,"I love Fashion Nova’s jeansI love Fashion Nova’s jeans. Never disappoint! August 14, 2025"
DADania AlcantarUS•1 review,5 days ago,0,"I love how quickly things get shipped…I love how quickly things get shipped out and delivered!! August 14, 2025"
MWMorgan WoodardUS•1 review,5 days ago,0,"Quality and efficiency Fashion Nova is amazing. I love their quality of clothes and the efficiency they have with shipping your items.August 14, 2025"
CUcustomerUS•3 reviews,5 days ago,0,"I love fashion nova they have fast…I love fashion nova they have fast delivery and great items August 14, 2025"
MAMalerieUS•2 reviews,5 days ago,0,"An item I ordered was out of stock but…An item I ordered was out of stock but I was compensated with a gift card. August 14, 2025"
TGTracy GibbsUS•3 reviews,5 days ago,0,"Easy to navigateAugust 14, 2025"
ARAniah ReneeUS•1 review,5 days ago,0,"I love how fast shipping is cause I’m…I love how fast shipping is cause I’m always last minute, great pants & I'm also a tall girlyAugust 14, 2025"
SHshenika hollisUS•1 review,5 days ago,0,"I found just what I neededI found just what I needed August 14, 2025"
CBChasity BryantUS•1 review,5 days ago,0,"Why the did my order force to have to…Why the did my order force to have to use 2 day shipping this is bullshit ! There was no other option for shipping! So basically the code DENIM is BS. August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"One day shipping is amazingI love that you have one day shippingAugust 14, 2025"
Charlotte Jones US•2 reviews,5 days ago,0,"I like the one day order and you can…I like the one day order and you can see if the merchandise runs small or big it also have big sizes. If you don’t have what I asked for you will show me something that similar to that. In my opinion you are doing good. Keep it up I hear good things about This store all the time.August 14, 2025"
Audrey MarableUS•3 reviews,5 days ago,0,"I love all the clothesI love all the clothes August 14, 2025"
Thomascina BraswellUS•2 reviews,5 days ago,0,"Love the sellsSELLS Good sellsAugust 14, 2025"
CTChristian TarttUS•1 review,5 days ago,0,"Easy checkoutAugust 14, 2025"
JHJazzell HarrisUS•1 review,5 days ago,0,"Great serviceGreat service August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Always have great quality clothes and…Always have great quality clothes and ship in good packaging August 14, 2025"
NHNikoli HansonUS•1 review,5 days ago,0,"Love how fast it is to see my money goLove how fast it is to see my money go August 14, 2025"
FNFashion NovaCA•1 review,5 days ago,0,"So beautifulSo beautiful August 14, 2025"
LCLakeisha CreekmoreUS•3 reviews,5 days ago,0,"The only thing they can approve on is…The only thing they can approve on is cash refunds, store credits are not okAugust 14, 2025"
SDSonyaa DejeanUS•1 review,5 days ago,0,"ShopEasy to order fast shipping and cute outfits August 14, 2025"
DCDestinee CheshierUS•1 review,5 days ago,0,"The app is terrible when I tried to buy…The app is terrible when I tried to buy things from my cart and ship it to a certain address it would continuously change it even after I’ve changed it back August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Best one Best dress ever!!!August 14, 2025"
ABArianne BordonUS•1 review,5 days ago,0,"Fun to shopFun to shop, site is a bit buggy but overall love it. Cute clothes. The price you pay for the clothes is the material you’ll get. Decent. Better than SHEIN 100000% but not as amazing as like more pricey brands like garage. A good middle man. August 14, 2025"
GIGigjUS•1 review,5 days ago,0,"Actual size mattersEasy process August 14, 2025"
KSKaydean SmithUS•1 review,5 days ago,0,"Cheap prices easy to find items ,was…Cheap prices easy to find items ,was out of sizes but found other items to replace what I needed .August 14, 2025"
SLSarah LUS•1 review,5 days ago,0,"Love this place awesome clothes fits…Love this place awesome clothes fits perfectly August 14, 2025"
AFAndre FutrellUS•1 review,5 days ago,0,"GreatThank you so muchAugust 14, 2025"
CPCPUS•2 reviews,5 days ago,0,"Can’t go wrong Easy to purchaseAugust 14, 2025"
CDChevonna DuboseUS•1 review,5 days ago,0,"Love your clothesAugust 14, 2025"
LVLeyli VegaUS•2 reviews,5 days ago,0,"👏🏻🩷🩷🩷👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻August 14, 2025"
MHMelanie HernandezUS•1 review,5 days ago,0,"quick and easy.August 13, 2025"
JCJessie CirinoUS•2 reviews,5 days ago,0,"Super cool I’ve been a costumer for…Super cool I’ve been a costumer for years August 14, 2025"
TBTae BUS•1 review,5 days ago,0,"They do not do refunds. Store credit only. Most of the items are nice but the size can be off. August 14, 2025"
EMEricka MontsUS•1 review,5 days ago,0,"I feel like I just got overcharged. I purchased a $280 cart and I know for a fact, I put my Von Dutch pants inside of the cart. After I hit purchase and the order went through the screen populated trying to give me a percentage off of the pants and I declined offer because they were already in my cart. Tell me why I go back and look at the cart and the pants are not in the cart. I feel like the system wanted me to purchase the pants separately and pay more money for sale cart. That made me so angry hopefully my pants get here sooner than the 22nd because they were supposed to be in my one day shipping cart.August 14, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"I like the shirt I just boughtI like the shirt I just bought. A lot of stuff on here go hardAugust 13, 2025"
JOJonUS•2 reviews,5 days ago,0,"Great app and clothing brandsAugust 13, 2025"
Donnetta ChanceUS•2 reviews,5 days ago,0,"🚨 BUYER BEWARE 🚨🚨 BUYER BEWARE 🚨Fashion Nova does NOT give refunds — and they don’t make that clear.I found out the hard way after buying multiple jeans in a “Buy One, Get One Free” sale for my son (who’s between boys’ and men’s sizes).Decent closing… painful lesson. 😤August 6, 2025"
SGSamantha GastinellUS•2 reviews,5 days ago,0,"Just had a Birthday but never received a birthday surprise.Love shopping with Fashion nova I’ve been a customer for some years. I preferred to give five stars. But gave four stars because after every order online, you often ask for a birthday to give a birthday surprise. I just had a birthday I’ve never received anything from fashion nova as a birthday surprise but Thank you..July 28, 2025"
JTJustin ThomasUS•1 review,5 days ago,0,"Everything was great!August 13, 2025"
JLJamielia LewisTT•1 review,5 days ago,0,"My personal experience Everything I shop at fashion nova i was happy with my purchaseFebruary 21, 2025"
BEBethanyUS•2 reviews,5 days ago,0,"Great photos and modelsGreat photos and models. Size guide is nice! August 13, 2025"
DCDarlynn CostnerUS•1 review,5 days ago,0,"It was difficult getting my payment…It was difficult getting my payment processed...also I was promised 40%off + Free Shipping being a NEW customer...August 13, 2025"
AUAurielUS•2 reviews,5 days ago,0,"2 day shipping is actually a whole weekI selected 2 business days for shipping and it said estimated Monday the 18th. I assumed after 3pm I would expect my order by Tuesday but delivery is saying Thursday and that is a whole week. There was no point in paying for expedited shipping because now I won’t get the order in time and I cannot cancel to change the shipping to on day. This is the second time this has happened because they had a “free one day shipping sale” and my items came with a 2-day shipping label. I can’t trust this website to give valid shipping estimates August 13, 2025"
JMJaylin MetcalfeUS•2 reviews,5 days ago,0,"it was a good user experienceit was a good user experience August 13, 2025"
NSNatalea StewartJM•1 review,5 days ago,0,"You guys can improve delivery timeYou guys can improve delivery time; delivery takes too long. July 7, 2025"
Rachel QuinonesUS•4 reviews,5 days ago,0,"Great quality Love the quality and prices of this clothing line ❤️July 31, 2025"
OLolive lomuUS•1 review,5 days ago,0,"I just love FN💕August 13, 2025"
DODonishaUS•1 review,5 days ago,0,"My package was suppose to be here…My package was suppose to be here August 14th in time for my baby shower someway dhl got a hold to my package and now it won’t be here until August 18thAugust 13, 2025"
DJDrei JohnsonUS•2 reviews,5 days ago,0,"Love my clothes from hereLove my clothes from here August 13, 2025"
porsha meoliUS•1 review,5 days ago,0,"This company needs a live customer…This company needs a live customer service button.  The questions or help needed are never available. There site only runs when your are making a purchase, however if it is a return or exchange there are many many issues.  Also, BEWARE they do not credit back to your original payment., it is store credit only.  Which is wrong especially if you are not happy with the quality of the product.  You should be able to return to original payment method.  They make it extremely difficult to get any answers.  Very unproffesional!!! A few people I know have said the same.July 20, 2025Unprompted review"
SLShanika LambertUS•1 review,5 days ago,0,"Fast shippingLove love loveAugust 13, 2025"
TATayUS•2 reviews,5 days ago,0,"Great Great , very nice selections . August 13, 2025"
TBTamicka BushUS•3 reviews,5 days ago,0,"Love the price, but not shipping timeLove the price, but it takes a long time to receive your order.August 13, 2025"
Deneka McDanielUS•2 reviews,5 days ago,0,"You always have just what I’m looking…You always have just what I’m looking for.August 13, 2025"
ENenvy nayUS•1 review,5 days ago,0,"Awesome way of purchasingAwesome way of purchasing August 13, 2025"
FNFashion NovaJM•1 review,5 days ago,0,"Items texture is authenticItems texture is authentic August 13, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"I love fashion novaI love fashion nova. They have the most stunning attire 🥰August 13, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"like itlike it simple and easy to be honestAugust 13, 2025"
NKnayira kieraUS•1 review,5 days ago,0,"Free shipping requirement is higher…Free shipping requirement is higher than any other competitors I use August 13, 2025"
CBCordaisia BeauregardUS•1 review,5 days ago,0,"Fashion nova is pissing me offFashion nova doesn’t have a customer services this is my 3rd purchase within a month because I haven’t gotten my shit.  August 13, 2025"
FNFashion NovaCA•1 review,5 days ago,0,"I love the quality of the materials.I love the quality of the materials. August 13, 2025"
NNNo nameUS•1 review,5 days ago,0,"They keep canceling my order for no…They keep canceling my order for no apparent reason August 13, 2025"
LFLotus FlowerUS•1 review,5 days ago,0,"It’s always something to tell when it comes to Fashion Nova!It’s really nothing to tell. I always have a good experience on fashion nova. I can never just shop and check out, all the nice items have me on the app for hours. I love it!August 13, 2025"
DDDulce DivinaUS•1 review,5 days ago,0,"Love the quality of the clothesLove the quality of the clothes August 13, 2025"
YYYasmine YoungUS•1 review,5 days ago,0,"It was easy to find styles my size and…It was easy to find styles my size and the prices was great.August 13, 2025"
NSNUBIA SIDDIQUUS•5 reviews,5 days ago,0,"I love the quick add items at end to…I love the quick add items at end to add to cart for 50% off however they weren’t items I would like so more curated selection and I may have purchased August 13, 2025"
MOMonnica US•1 review,5 days ago,0,"I love everything.I love everythingAugust 13, 2025"
REReneeNZ•1 review,5 days ago,0,"Experience communicationsVery easy to useAugust 13, 2025"
SAShekmatu AllenUS•1 review,5 days ago,0,"Great discounts Great savings today. August 13, 2025"
ADanahi delgadillo torresUS•1 review,5 days ago,0,"great processgreat process August 13, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Some clothes rip offSome clothes rip off August 13, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"I love fashion novaGood qualityAugust 13, 2025"
Liza AlexanderUS•5 reviews,Updated 5 days ago,0,"Had My Size In Everything Beautiful…Had My Size In Everything Beautiful Color The Prices Are Great !!!August 12, 2025"
JFJamar FaltzUS•1 review,5 days ago,0,"The Best Great stuffAugust 13, 2025"
FNFashion NovaUS•1 review,6 days ago,0,"Easy to order and I can’t wait to see…Easy to order and I can’t wait to see my jacket the jacket looks amazingAugust 13, 2025"
COControlUS•1 review,6 days ago,0,"Found what I was shopping forFound what I was shopping for August 13, 2025"
TSTora SimpkinsUS•3 reviews,6 days ago,0,"I love loveI love love, love shopping at fashion novaAugust 13, 2025"
LLleila lazoUS•1 review,6 days ago,0,"fashion novai love shopping on here cause you can find anything!August 13, 2025"
FNFashion NovaUS•1 review,6 days ago,0,"There clothes material is probably the best you can find then any other online clothing brandMy checkout was easy and affordable August 13, 2025"
FNFashion NovaUS•1 review,6 days ago,0,"Love it I needed something within a…Love it I needed something within a week and fashion nova definitely came thru !August 13, 2025"
DHDavid HarrisUS•1 review,6 days ago,0,"Love it everything always arrive in…Love it everything always arrive in time and fit perfectly August 13, 2025"
Shelly KerrGB•5 reviews,6 days ago,0,"Dishonest and rubbish quality and they tried to scam meI bought things from this sight from the UK and the sizes and quality are embarrassing and 1 item was missing and some damaged. I had hell returning and trying to get my money back, luckily I paid with PayPal and got it back. They are scammers, READ THE REVIEWS I will never buy from them again. Badly run.August 13, 2025Unprompted review"
MMMiquela MooreUS•1 review,6 days ago,0,"I ordered a pink workout set and when I…I ordered a pink workout set and when I put it in my cart it said “hurry there’s only a few left” so I bought it and then immediately got an email saying that they would have to refund me because they were out of stock but I paid with a gift card and my gift card was never reloaded with money nor did I get a new gift card. Horrible experience August 13, 2025"
MMMichael MejiaUS•1 review,6 days ago,0,"Top tier clothing siteTop tier clothing site, never fails to impress and satisfy. Great fitting clothes. Too flyAugust 13, 2025"
HOHoneybunUS•2 reviews,6 days ago,0,"Very Loyal Costumer I have been ordering from Fashion Nova for more than 10 years. I've always been satisfied with my order.August 13, 2025"
