name,stars,comment
کام‌دخت,4,ارزش خوندن رو داره 🫠✊🏻
رقـیه ســادات🌱,5,"این کتاب برای من شرح و بسط جمله‌ی ""جایی که توی زندگیت هستی، دقیقا بهترین جاییه که بتونی باشی"" هست.
روند داستان خیلی ماهرانه ساخته و پرداخته شده و خواننده رو با خودش می‌بره به دل زندگی شخصیت کتاب و هم‌ذات‌پنداری زیادی ایجاد می‌کنه.
تاثیری که این کتاب روی دید مثبت به زندگی داره اون رو تبدیل به یه مسکن روانی تبدیل کرده که می‌تونیم هروقت از جایی که هستیم خسته و ناامید شدیم، بخونیمش"
marjan,5,یکی از بهترین کتاب هایی بود که خوندم ، افسردگی رو به راحتی بیان کرده بود و بطرز هنرمندانه ای به رفع اون پرداخته بود....حسرت ها مارو از پا در میارن ولی خب معلوم نیس اگه اون کار ها رو جوری انجام داده بودیم که الان حسرتش رو نداشتیم آیا واقعا شاد بودیم یانه...
کتابخوان,5,خیلی کتاب خوب و جذابی بود طوری که وقتی شروع به خوندن کنی نمیتونی کنار بزاریش. به نظرم مفهوم زندگی و زندگی کردن رو با این کتاب میشه کاملا درک کرد و همچنین افسردگی و نا امیدی. و حتی مرگ! از خودم این کتاب پیشمون نمیشید.
.Keyta.,4,با اینکه خیلی وقت پیش این کتاب رو خوندم ولی هنوزم داستانش یادمه. کتاب جذابی بود. یادمه توی یه روز تمومش کردم! ارتباط عمیقی باهاش داشتم و حسم موقع خوندش رو هنوز یادمه. ایده‌ی خیلی جالبی داشت و من هم که عاشق ایده‌های جالب! خلاصه که موقع خوندش واقعا بهم خوش گذشت و واقعا به فکر فرو رفتم. به نظرم همه باید حداقل یک بار این کتاب رو امتحان کنن. اختلاف سلیقه‌ها خیلی زیاده ولی فکر می‌کنم با هر سلیقه‌ای، این کتاب حداقل یک بار ارزش خوندن رو داره.
هرمس,5,یه کتاب فوق العاده زیبا و تاثیرگزار
Sajjad A,3,"کتاب بر اساس فرضیه/نظریه موج های کوانتومی و جهان های موازی نوشته شده
داستان سرایی و در واقع سیر اوج گرفتن داستان جالبه
علمی فلسفی هست و تلفیق نسبتا خوبی از این دو(با غلبه صبغه علمی که منظور علم تجربی مشاهداتی هست) داره
در واقع ترکیبی از نظریه فیزیکی و متافیزیکی در خودش داره
از روانشناسی،مدد جالبی گرفته
ولی باید در نظر داشت که در حد داستان جالبه
اصلا صبغه اعتقادی نمیتونه داشته باشه
فکر نمیکنم نویسنده هم چنین قصدی داشته
و صرفا غرضش پاسخ دادن به وسعت انسان به غیر از این جهان خطی دو بعدی و چند بعدی هست که ما رو احاطه کرده
به عنوان یک سفر علمی تخیلی بهش نگاه کردم
این نظر بنده بود و پرواضح هست که صد در صدی در موردش وجود نداره
ما سعی مون رو میکنیم که به حقیقت نزدیک بشیم
اینکه فاصله چقدر هست رو میگم یقین در موردش نیست جز اونکه با جان مون میبینیم
تازه اونی هم که دیدیم کی زبانش زو داره که بتونه انتقال بده تازه میشیم نوای شاعری که میگه:
من گنگ خواب دیده و عالم تمام کر/
من عاجزم ز گفتن و خلق از شنیدنش"
maryam haghgoo,5,"اگر همیشه حسرت گذشته را دارید، که اگر فلان کار را می‌کردم یا فلان تصمیم را می‌گرفتم اوضاع خیلی بهتر بود،
اگر دنیای موازی و وجودش برای شما جذاب است، خواندن این کتاب را به شما توصیه می‌کنم."
nastaran,5,لذت بردم از خوندن این کتاب. اگر از روزمرگی و زندگی تکراریتون خسته شدین، یا اگر فکر میکنین خیلی موقعیت های خوب رو تو زندگی از دست دادین، اگر حسرت هایی تو زندگیتون دارین و به چیزهایی که میخواستین نرسیدین حتما این کتاب رو بخونین. با خوندنش کاملا به این درک رسیدم که همین روزها و لحظه هایی که دارم سپری میکنم ، بهترین فرصتی هست که خدا در اختیارم گذاشته، و همین زندگی که دارم بهترین موقعیتی هست که میتونم ازش استفاده کنم و لذت ببرم. رسیدن به تمام خواسته ها و آرزوهامون فقط در گرو تصمیمات و ذهنیت خودمون هست و بس.
mohammad_ali_yousefi,5,عالی
Dr.Kimiya,5,"خیلی زیبا بود واقعا دوست داشتم ارزش یک بار خوندن رو داره حتما مطالعه کنید.
برای انسان هایی خوبه که افسوس گذشته و به خودکشی کردن فکر می کنن خوبه"
علیرضا,4,خیلی نگاهه جالبیه
آوا,5,"اگر به دنیای های موازی علاقه دارید... این کتاب برای شما نشونه ای هست ک اینو بخونید...
اگه فکر میکنید همچیز تقصیر شماست این کتاب نشونه ای است ک اینو بخونید...
اگه فک. میکنید کاشکی میتونستید تصمیم هاتونو عوض میکردید میتونید این کتاب برای شماست:))"
لاله,4,کتاب جالب و آموزنده‌ای بود. ترجمه خوبی هم داشت.
fatemeh🍀,5,"سلام 😍💕
این کتاب عالی بود. من پیشنهاد می کنم بخونینش حتما.
این کتاب در مورد دختری هست که از زندگیش خسته شده.
فکر می کنم می تونه تا حدی دیدتون رو به دنیا عوض کنه حداقل دیدتون رو به خودتون.
و اینکه به نظرم فرقی نمیکنه به چه موضوعاتی علاقه مندهستید،. تخیلی،. رئال، عاشقانه، درام و...
در هر صورت حتما بخوینش.🙃
از نظر داستانی جذابیت داره و یکجورهایی شما رو با داستان همراه می کنه.
امیدوارم واقعا از خوندنش لذت ببرید 🤗"
Yasamin,5,"کتاب فوق العاده ای هستش .
پیشنهاد میکنم حتما بخونید....
باعث شد حس بهتری نسبت به زندگی داشته باشم و دیگه نگران حسرت هام نباشم :)
پایان خیلی عجیب و خاصی داره که باعث میشه روح آدم از نشاط سرشار بشه .
بهترین داستان روانشناسی که تا حالا خوندم بود"
ahmadi,5,کتاب خوبیه البته به نظرم میتونست خیلی بهتر از این باشه ولی به خوندنش می ارزه
A,5,"عالی
بخشی از کتاب: خواستن؛ کلمهٔ جالبیه. کمبود رو نشون می‌ده.گاهی اگه یه کمبود رو با چیز دیگه‌ای پر کنیم اون میل و خواستنمون هم به‌کل ازبین می‌ره. شاید مشکلت یک کمبود باشه نه‌اینکه صرفاً چیزی رو بخوای. شاید یه زندگی باشه که تو واقعاً دوست داشته باشی تجربه‌ش کنی.»"
hope healer,5,کتابی واقعا گیرا که به عمق داستان میبرتمون و ایده ای با پتانسیل داستانپردازی بالا که تا حدودی خوده نویسنده داستان خوبی ازش بدست اورد هرچند با هیجان و پیچیدگی بیشتر هم میتونست بهتر بشه
j,5,"اصلا و ابدا فکر نمیکردم اینقدر کتاب خوبی باشه، آقای «مت هیگ» بازم ترکوندن با این کتاب، بسیار جذاب و آموختنی. یه شاهکار!
همه چیِ کتاب عالی؛ داستان پردازی، جذابیت و...
از همه مهمتر ترجمه‌ی بی نقصِ «محمدصالح نورانی زاده»
بخونین و لذت ببرین☺️"
میمْ؛ مثلِ مَنْ,3,"برای کسایی که حسرت های مختلف دارند و فکر می کنند اگر تو فلان شرایط بودم اوضاع بهتری داشتم، احتمالا کتاب خوبیه.
برای ساختن فیلم هم کتاب جالبیه، مخصوصا قسمت های توی کتابخونه
خطر لو رفتن؛
اونجایی که نورا زندگیش رو انتخاب کرد حس کردم برخلاف زندگی های دیگه فقط نقاط مثبتش گفته شد و از اونجا به بعد جذابیتش کمتر شد.
و طبق گفته خانم کتابدار این چیزا رو باید زندگی کرد، پس با صرفا خوندن حس حسرت از بین نمیره؛ ولی در کل خوب بود"
Mahbubeh 1993,5,فقط میتونم بگم که کاش زندگی منم مثل نورا پر از احتمالات باشه. کاش بتونم اون احتمالات رو درک کنم و حسرت نخورم.
alimusician,5,واقعا آدمو تحت تاثیر قرار میده من که خیلی به دلم نشست پیشنهاد میکنم حتما بخونید
Raphael,4,"هر انتخاب کوچیک میتونه زندگیمونو وارد یه مدار دیگه بکنه . این کتاب بهمون میگه که نباید این تصورو داشته باشیم که اگه در گذشته فلان تصمیمو میگرفتم الان خوشبخت تر بودم و ...
چون اگه تو گذشته تصمیمای متفاوتی می گرفتیم الان شاید کل زندگیمون یه جور دیگه ای بود و بازم مشکلات خاص خودشو داشت . در کل : حسرت گذشته رو نخور و آیندتو به بهترین شکل ممکن بساز و نا امید نباش !"
seyedeh Hananeh,5,من این کتابو از طاقچه دانلود نکردم. کتاب آموزنده ای هست و مطمئنم از خواندنش حس خوبی بهتون دست میده . دیدتون رو نسبت به زندگی تغییر میده . در کل فک میکنم خیلیامون به این کتاب نیاز داریم
روح الله,5,"در مجموع اگه بخوام بگم، کتاب خوبی بود.
البته بهتره بگم، خوب تموم شد. هرچند خوب و جذاب جلو نمی‌رفت."
نادیا/nadia,5,سلام این کتاب واقعا فوق العاده بود . متن بسیار روانی داشت و خواننده به خوبی میتونست با شخصیت های داستان ارتباط برقرار کنه و درکشون کنه . قبل از خوندن این کتاب اکثر مواقع به خاطر از دست دادن برخی از فرصت های زندگیم حسرت میخوردم و ای کاش های زیادی رو به کتاب حسرت هام اضافه میکردم ولی حالا شمار این ای کاش های ثبتی توی کتاب حسرت هام خیلی کمتر شده . در کل کتاب شیرین و آموزنده ای بود ..مچکرم 🌷
motad ketab,5,انقدر جذاب بود که همش رو تو ۲ روز خوندم حتی از خواب هم تا بیدار میشدم میخوندمش فقط میخوام بگم چقدر داستان نویسی فلسفی قشنگی داشت بعد تموم شدنش تک تک جمله هاش باهامن♡
Bahar,5,در یک کلام: فوق‌العاده! چقدر کتاب قشنگ و تاثیرگذاری بود. می‌دونم از اون کتاب‌هایی هست که قرار نیست فراموش کنم. می‌دونی بعضی کتاب‌ها یه جوری‌ان که انگار نسخه‌ی مود زندگی رو دانلود کرده باشی. قراره با کاراکتر اصلی این کتاب زندگی کنید؛ برید تو دنیاهای متفاوت؛ تجربه‌شون کنید؛ لمسشون کنید؛ از این زندگی به اون زندگی؛ و سر آخر خودتون تصمیم بگیرید که کجا بهتره؟ این کتاب اختیار عمل رو میده به شما، و قطعاً تصمیم شما درست خواهد بود. :) بخونید و لذت ببرید.
M,5,کتابش به خودی خود جذابو اموزنده هست اما چیزی که مطمئنا خیلی تاثیر خوبی روش گذاشته ترجمه بسیار عالی و قابل فهم مترجمه
_k_.samaneh,5,یک کتاب شبهه اکسیر..برای کسایی که فکر میکنن تو زندگیشون شکست خوردن و هیچ فایده ای برای خودشون و این دنیا ندارن.‌‌‌‌..گاهی لازمه به این فکر کنی که لازم نیست انتخاب های دیگه ای کرده بودی فقط کافیه از زندگیت لذت ببری و کاری رو انجام بدی که حالت باهاش خوبه...🙃😉
me,5,"کتاب خیلی جالبی بود، امروز تمومش کردم این کتاب رو به پیشنهاد بی تی اس خوندم .
داستان نورایی که توی روئیا های اطرافیانش غرق شده بود.."
amirkabir,5,کتاب خوب و سرگرم کننده ایه که حین مطالعه اش احساس خستگی نمیکنه آدم و به مرور با نزدیک شدن به انتهای کتاب مغز مطلبی که هر کس برای زندگیش نیاز داره رو بهش یاد میده.
Rey,4,رمانی درباره حسرت ها.حقیقتا انتظار نداشتم یه رمان فانتزی انقدر بتونه حالمو خوب کنه و زیبا باشه.پایان کتاب که واقعا درخشان و درعین حال ساده بود.پیشنهاد میکنم بخونین
PariB,4,"این کتاب واقعا عالیه... اول اینکه برعکس خیلی از کتاب‌های این دوره کلیشه‌ای نیست و فوق‌العاده داستان تازه و جذابی داره.
دوم، ما از این کتاب میتونیم کلی درس بگیریم چون کلا داستان راجب حسرت‌های یک دختر هست و ما با خوندن اون خیلی راحت میتونیم حسرت‌هامون رو یکی یکی فراموش کنیم. به نظرم اگه دنبال یه کتابید که درکنار داستان فوق‌العاده‌ش یه درسی هم تو زندگی بهتون بده، حتما این رو بخونید..."
Sahar Eftekhar,5,"این کتاب فقط یک داستان نیست، یک شمع برای بخش تاریکم بود، یک مشاور و شاید هم یک مرهم...
به صورت خیلی متفاوت و البته جذاب، به من فهموند که اصلا اشکال نداره، هر تصمیمی که گرفتم قطعا به صلاحم بوده چون خودم خواستم و باید به خودم اعتماد کنم. نمی‌ذارم که حسرت‌هام انرژی و توان من رو بگیره چون هیچ وقت دیر نیست
و از همه مهم‌تر اینکه نباید جزئیات کوچک ولی قشنگ زندگی رو نادیده گرفت🤍
انقدر داستان روان و جذاب بود که با خودم گفتم چه حیف که تا به حال کتابی از این نویسنده نخوندم؛ پس بهتره شروع کنم! :)"
vadisa,5,"برای کتابخوان‌هایی که اول راه هستن بشدت محتوای جذابی داره، اگر تو اپیزودهای افسردگی هستین میتونه بهتون کمک کنه.
متن بشدت جذاب و روانی داره و داستان گیرایی فوق‌العاده‌ای داره.
حرف اصلی نویسنده اینه که اساسا زندگی‌ای که تمام اجزاش مطلوب باشه، وجود نداره و باور به وجود داشتن‌ش باعث میشه غمگین‌تر بشیم و خودمون رو بیشتر سرزنش کنیم.
میخواد بگه که حسرت خوردن برای کارهایی که انجام دادیم، کار بیهوده‌ای محسوب میشه چون تنها راه یاد گرفتن زندگی کردنه.
در نهایت باید لحظه لحظه زندگی رو چشید و ازش لذت برد که همون ترویج فلسفه خیامه.
بی‌نهایت توصیه میکنم؛ مخصوصا اگر به رمان‌های فلسفه به زبان عامه علاقه دارید."
maryom,5,"تو همون باز کردن اولیه ۲۰۰ صفحه خوندم جذابیت و کشش بالا خلاقیت محتوای زیبا تشبیهات و توصیف های کافی و دلنشین
نمی دونم معیارتون برای رمان چیه اما این کتاب برای من خیلی لذت بخش بود"
fatemeh,5,"مدت ها بود که کتابی رو بدون حواس پرتی نخونده بودم اما این کتاب یکی از اون کتابا بود که تا اخرین لحظه دوس داشتم به خوندنش ادامه بدم و نهایتا تو ۳ روز تموم شد
نکاتی که هممون شاید بدونیم اما بهش عمل نکنیم رو در ساده ترین شکل ممکن بهمون یاداوری میکنه
من به همه مخصوصا کسانی که دوره‌ی سختی رو از نظر روانی دارن پشت سر‌ میذارن توصیه میکنم"
maede.hosseinzade,5,"بینهایت ۴
از اینکه این کتاب رو انتخاب کردم که مطالعه کنم پشیمون نیستم، این کتاب هدیه بزرگی به زندگی من بخشید، من کتاب حسرت هام رو سوزوندم و تصمیم گرفتم برای رویاها و هدف های خودم زندگی کنم و هرگز دیگران رو وادار به زندگی کردن در راستای اهداف و رویاهای خودم نکنم بلکه تشویقشون کنم رویاهای خودشون رو دنبال کنند؛ ممنون از مت هیگ و محمدصالح نورانی زاده💐 الهام بخشی این کتاب برای من فوق العاده بود؛ بله من زنده هستم😊❤
(البته لازمه بگم که خیلی از مفاهیم کتاب رو تایید نمیکنم و اینکه توصیه میکنم مطالعه‌ش کنین به خاطر الهام مثبتی هست که در زمینه‌ی رها کردن حسرت ها به خواننده منتقل میکنه، بنابراین وقتی کتابی رو توصیه میکنیم معنیش این نیست که همه مفاهیمش رو تایید کردیم😊)"
کاربر ۳۵۱۰۹۴۵,4,با خوندن این کتاب ،یه جرقه تو ذهنت میخوره.بهت میگه از سرزنش کردن خودت دست بردار و اینهمه به خودت نگو کاش تو گذشته فلان کار رو انجام میدادم یا نمیدادم.تو هر زندگی که قرار بگیری هیچوقت نمیتونی مطمعن باشی اون برات بهتره .این تویی که شرایط رو می سازی و باعث بهتر شدن حالت میشی فرقی نداره تو کدوم زندگی هستی فقط کافیه خودت رو دوست داشته باشی و مثبت زندگی کنی
raha,5,به نظر من بعضی جاهای کتاب داستان تکراری میشه و خسته کننده ولی خب پیامشو داشت و حال منو که کلی خوب کرد . چون هدف داشت کتاب. به نظرم برای کسایی که قصد خودکشی دارن یا فک میکنن زندگیشون دیگ فایده نداره خیلی میتونه مفید باشه.
مِلی,5,اگه خیلی خودتون بخاطر اشتباهاتتون سرزنش میکنید اونقدر که مانع انجام دادن کارهای جدید میشه این کتاب حتما به دردتون میخوره
fatemeh,5,"یه کتاب عالی و پر از نکات خوب و ارزشمند که دید انسان به زندگیش رو تغییر میده و واقعا موثره
ترجمه هم خیلی خوب بود به شدت پیشنهادش می‌کنم"
امیرحسین,3,"من خودم زیاد طرفدار کتاب های انگیزشی نیستم و این کتاب هم مستثنی نبود ولی یه سری جاها بود که واقعا منو با خودش همراه میکرد. در درجه داستان بخوام ببینمش ، داستان بسیار ساده ای داره و غیر از شخصیت اصلی بقیه شخصیت ها از شخصیت پردازی خاصی بهره نمیبرن. پایان قابل پیش‌ بینی داره چون میخواد اون پیام و شعاری که سعی داشته برسه و پلات هیجان انگیزی نداره.
ولی برای کسایی که دوستان دارن کتاب انگیزشی بخونن ، این کتاب رو بهشون توصیه میکنم ، بالا تر از اثر هایی مثل « اثر مرکب » یا « چهار اثر فلورانس » ."
s.khalili,5,کتاب بسیار فوق العاده ای بود. خیلی پیام و نکته های خوبی داشت. در کل عالی بود.
mina,5,"اگر میخوایید در کل عمرتون فقط یک کتاب بخونید. با توجه به کتابهایی که تا الان خوندم، این کتاب مناسب ترین انتخابه.
این کتاب در مورد کل زندگیه... به ظاهر یک رمانه ولی کاملتر از هر کتاب روانشناسی و دوره های انگیزشی عمل میکنه.
به بهترین نحو ممکن اصل زندگی رو یادمون میاره.
""خانم الم گفت: لازم نیست همیشه زندگی رو درک کنی. همین که زندگیش کنی کافیه""
بعد از تموم شدنش تازه فهمیدم که باید زودتر ازینا خوندنش رو شروع میکردم و باید خیلی زود تموم میکردم. چون تا به انتهای کتاب نرسی، خوندنش فایده ی آنچنانی نداره."
Aida jbz,5,"ایده ی مطرح شده در رمان عالی بود؛
قلم نویسنده چندان قوی نبود ولی به هر صورت تونسته بود کشش زیادی ایجاد کنه
در کل قطعا ارزش یکی دو بار خوندن رو داره👌🏻
شدیدا منتظر و امیدوارم که فیلمش هم ساخته بشه."
aahid,5,"در مورد حسرت ها و زندگی های موازی که اون حسرت ها توش نیست اما ...
خیلی داستان قشنگی بود.خیلی ناراحتم که کتابو تموم کردم. دوست داشتم همچنان بخونم و حس و حال کتاب برام ادامه پیدا کنه."
آهو,5,"من به ندرت رمان یا کتاب داستانی میخونم مخصوصا که فانتزی هم باشه
اما این کتاب به شدت جذبم کرد
و درست موقعی که بهش نیاز داشتم به طرز عجیبی سر راهم قرار گرفت.
شاید نسخه ی دیگه ای از من تو یکی از دنیاهای موازی متوجه شده که باید بخونمش😊
در یک کلام خوشحالم که خوندمش"
Shirin,5,"دوست دارید برای چند روز همراه همیشگیتون یه کتاب باشه؟
پس معطل نکنید و این کتاب در دست بگیرید . فوق العاده جذاب و دوست داشتنی . هر لحظه خودم جای شخص اول رمان گذاشتم و زندگیش کردم❤️"
Großartig,2,با اینکه اولش پر ماجرا، روان و با توصیفات دقیق بود، در اواخر کتاب خسته کننده و پر از نصیحت بود. مفرح بود اما کمی نامید کننده
a_lovely_sister,5,خوندنش حس خیلی خوبی به من داد :)
kosarnrb,5,"خیلی برام عزیزه این کتاب خیلی
حالم خوبه باهاش و تموم حرفای نویسنده در طول روز میاد جلو چشمم ،انگار من خود نورا شدم
دلم نمی‌خواد فعلا تا چند روز کتاب دیگه ای رو شروع کنم می‌خوام فعلا تو حال و هوای خوب بعد خوندمش بمونم :)🌱"
فاطمه رخشنده,5,"با اینکه نسبتا بلند و طولانی بود ولی آنچنان کشش داشت که باعث شد تمام کتاب را بخوانم.
گاهی واقعا آن لحظات را با تمام وجود حس میکردم."
محمد,5,"هشدار :اگر کتاب نخواندید ممکن است با اسپویل روبه‌رو بشید! سلام این کتاب واقعا یکی از بهترین کتاب های داستانی بود که خونده بودم در کتاب با کاراکتر نورا همراه هستیم که در واقع پر از افسردگی از زندگی هست و حالا در ماجرای که در داستان می خوانیم شانس انتخاب های مختلفی دارد انتخاب شغلی دیگر، ورزشی دیگر، ارتباط با افرادی دیگر و دیدن وضعیت آنها همه را نگاه می کند به نوعی می توان از ارتباط های نورا با زندگی ها مختلف به گربه شرودینگر هم اشاره کرد اینکه هر زمانی و تحت هر شرایطی ما یک زندگی متفاوت اگر داشته باشیم چه اتفاقی برایمان می افتاد آیا واقعا خوشحال بودیم این دقیقا پرسشی است که برای من ایجاد کرد و آخر داستان شما شخصیتی از نورا می بینید که درسی بزرگ به زندگی ما می دهد.
در کل شخصیت و روایت داستان خیلی دوست داشتم و همه چیز عالی بود البته ترجمه بعضی جاها خیلی مسخره انجام شده بود ولی در کل متن روان و خوب بود."
کاربر ۲۰۶۱۳۹۳,5,"چقدر من این کتاب و دوست داشتم خیلی لذت بردم از داستان های مختلف نورا سید زندگی های مختلفی که تجربه می‌کنه این کتاب نشون میده هر کاری کوچیکی میتونه رو روند زندگیمون تاثیر بزاره....
هیچ وقت کارهای کوچک رو دست کم نگیرید من خیلی عاشق این کتاب شدم از معدود رمان های خوب و قشنگ و آموزنده"
مریم اژدری,4,"هرچه قدر که فکر کردم نظری جامع در خصوص این اثر بنویسم به ذهنم نرسید ناگزیر چنین می نویسم:
اثری متفاوت، خلاقانه، جذاب
فکر می کنم همه ما در زندگی به یک کتابخانه نیمه شب نیازمندیم کاش این اتفاق لااقل در خواب هایمان بیفتد...
ترجمه روان بود و داستان از کشش خوبی برخوردار است به شخصه چون تحصیلاتی در زمینه فیزیک کوانتوم ندارم نمی توانم برداشت درستی از جهان های موازی داشته باشم اما تصورم این است که در خصوص این موضوع مت هیگ در کنار مطالعاتی که داشته تخیل را هم چاشنی کارش کرده و داستانی در فضای نیمه سوررئال خلق کرده است.
مطالعه صد صفحه ابتدایی برام جذابیتی نداشت و کسل کننده بود و به نظرم نقطه ثقل داستان از ورود نورا به کتابخانه نیمه شب آغاز می شود پس کتاب را تا نرسیدن به این قسمت رها نکنید. معتقدم نگارنده از صفحه چهارصد تا چهارصد پنجاه کار را به ورطه کسل کنندگی و تکرار کشانده است، اما در کل ایده مت هیگ در این داستان جذاب است و همه کسانی که به ادبیات داستانی علاقه دارند فارغ از هر سلیقه ای از مطالعه کتاب لذت خواهند برد. فقدان خدا برای من در داستان بسیار آزاردهنده بود شاید نوعی از ماوراءالطبیعه در باطن داستان مستتر باشد اما جنسش با باور الهیون یکسان نبود و حتی نورا هیچ گاه چنین زندگی ای را تجربه نکرد و این شاید عجیب به نظر برسد که در همه( این کثرت) نورا جهان بینی متفاوتی را تجربه نکرده باشد. با این وجود کتاب را با همه فراز و فرودهایش توصیه می کنم"
negin,5,از زیبایی داستان همینقد بگم که تو کمتر از یک روز تمومش کردم...بی نهایت مکالمه بین خانم الم و نورا رو دوست داشتم...چقدر داستان پردازیش جذاب بود و برای من این کتاب مثل تلگنر بود...وقتایی که داری حسرت گذشته رو میخوری!میتونم بگم فقط بخونیدش همین♥️
ساکنِ ماه🌙,5,"اگه فکر می‌کنید کاش یه جور دیگه زندگی میکردید، کاش فلان کار رو نمی‌کردید یا کاش توی زندگی تون یه مسیر دیگه ای انتخاب می‌کردید، و در کل احساس حسرت به اینکه چرا زندگی نکردید رو دارید حتما بخونید.
حقیقتا زندگی من تقسیم بر 2 شده، قبل از این کتاب و بعد از این کتاب...
توصیه اش میکنم، متن کتاب روونه، جذابه و کاملا با شخصیت داستان احساس همدردی میکنید."
Z.Ghahroodi,4,"حاوی توضیح قسمت کوتاهی از کتاب:
کتاب به سادگی جریان زندگی ما بین جبر و اختیار رو توضیح داده؛ اینکه تصمیمات ما خیلی مهمن اما همه چیز نیستن...
جبر رو می‌تونیم در زندگی ناموفق پدر و مادر نورا ببینیم که در هیچ‌کدام از زندگی‌هایش به موفقیت تبدیل نشد...
و اختیار را در تک تک تصمیمات کوچکی که با بی‌توجهی از کنار پیامدهاشون رد می‌شد...
🌟 زندگی مجموعه‌ی همین تصمیمات به ظاهر کوچکیه که تغییرات بزرگ ایجاد می‌کنه...
شاید خواندن کتاب برای حسرت‌زدگان زندگی‌هایی که به روزمرگی تبدیل شدند مناسب باشه..."
دختر کتابخوان,5,"کتابخانه‌ی نیمه‌شب در‌ مورد دختری سی‌و‌سه ساله است. دختری تنها که والدینش فوت کردن، برادرش باهاش قهره، از کار اخراج شده و نمیدونه چطوری اجاره خونه‌اش رو بده.
و یک شب گربه‌اش هم توی خیابون می‌میره. این دیگه براش تیر آخر هست و امیدش رو به زندگی از دست میده و فقط میخواد بمیره پس خودکشی میکنه.
زمانی که مابین زندگی و مرگ داره دست و پا میزنه وارد کتابخانه‌ای میشه که کتاب حسرت‌هاش رو بهش میدن. تمام حسرت‌های کوچیک و بزرگ زندگیش توی کتاب نوشته شده و به این دختر فرصت داده شده تا تمام حسرتهاش رو دوباره زندگی کنه تمام زندگی‌هایی که میتونسته داشته باشه...
✨""حسرت خوردن و تا ابد در حسرت غرق شدن آسان است؛ مشکل اصلی حسرت زندگی‌هایی نیست که تجربه‌شان نکردیم مشکل خود حسرت است. حسرت است که باعث میشود در خود چروکیده و پژمرده شویم و حس کنیم دشمن بزرگ خود و دیگران هستیم.""✨
این کتاب رو به کسانی که دچار افسردگی‌اند، به گذشته خیلی زیاد فکر می‌کنند، از حال ناراضی هستن و فکر می‌کنند لیاقت‌شون بیشتر از این حرفاست، به نوجوان‌های ۱۸و۱۹ ساله به آدمهای۴۰ساله توصیه می‌کنم.
این کتاب باعث میشه حداقل چندروز حسرت نخورین مابقی روزها دست خودتونو می‌بوسه😊🌟🤍"
Mitra,5,این کتاب واقعا زندگی من رو تحت تاثیر قرار داد و به دو قسمت قبل خوندنش و بعد خوندنش تقسیم کرد😅. خوشحالم که در بهترین موقع از زندگیم خوندمش. دوستدارم این کتاب رو به همه ی کسایی که دوسشون دارم و احساساتشون برام مهمه و شرایطی مثل خودم دارن معرفی کنم.
زهرا,5,"""مهره محبوب من‌رخه، همون مهره ای که همه فکر می کنن لازم نیست مراقبش باشن، خیلی صاف و صادقه، آدم حواسشو جمع وزیر و اسب و فیل میکنه چون حرکت های مخفی و جالب می کنن، اما معمولا این رخه که غافلگیرت میکنه؛ اونی که صاف و صادقه هیچ وقت دقیقا چیزی نیست که نشون میده""
این کتاب خیلی خوب درس های بزرگی در قالب جملات کوتاهی میده ارزش خواندن داره"
sama65,4,نورا دختری که دست به خودکشی میزنه و به جای مردن سر از جای اسرارآمیزی به نام کتابخانه نیمه‌شب درمیاره
zahra feily,5,"من این کتاب رو دوست داشتم چون یک درس مهم داشت ....
اون چیزی که ما در زندگی مون به عنوان موفقیت ازش یاد میکنیم شاید در واقع موفقیت نیست مهم اینه که ما موفقیت رو در چه چیزی ببینیم و اینکه ما در زندگیمون بی نهایت حسرت داریم که چرا در فلان سن فلان تصمیم رو نگرفتم شاید باعث میشد کل زندگیم عوض بشه اما شاید اون چیزی که ما به عنوان حسرت ازش یاد میکنیم شاید در واقع یک موهبت باشه شاید با گرفتن اون تصمیم هم ما باز هم رضایتی که میخواستیم رو بدست نمی آوردیم و شاید حتی شرایط بد تر هم میشد بنابراین بهتره که حسرت ها رو کنار بذاریم و به آینده مون فکر کنیم چون زندگی حول محور آینده میچرخه نه گذشته ؛ به این فکر کنیم که در آینده چه کارهایی رو میتونیم انجام بدیم تا شاد باشیم نه اینکه در گذشته چطور میتونستیم شاد باشیم ."
•| ز غبار این بیابان |•,5,"می‌تونم به ساده تریم شکل ممکن بگم الان که تموم شده، احساس خیلی خیلی خوبی دارم که خوندمش
و بشدت از دوست عزیزم که بهم معرفیش کرد ممنونم :)
انگاری که خیلی به موقع بود
خیلی بهش نیاز بود...:)
به عنوان خواننده کتاب تنها موردی که بعضی جاها اذیتم میکرد، روند کند داستان در بعضی جاهاش بود، که شاید این مورد شما رو اذیت نکنه
ولی اونقدر خود داستان، حرفی که می‌خواست بزنه، مفهومی که میخواست بگه و شیوه‌ی انتقال دادنش، حرفای خیلی زیبایی که توی داستان بود، و در نتیجه احساسی که بعد از خوندنش دارم معرکه بود، که میشه مورد اول رو کلا نادیده گرفت
و پیشنهاد می‌کنم بخونینش :)
خوندنش یک بار توی زندگی برای من که واقعا نیاز بود:)"
